Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
Need for Speed: Most Wanted;DS;2005;Racing;Electronic Arts;24;1;0;2;27
Need for Speed: Most Wanted;GBA;2005;Racing;Electronic Arts;19;7;0;0;26
Need for Speed: Most Wanted;PC;2012;Racing;Electronic Arts;0;6;0;2;8
Need for Speed: Most Wanted 5-1-0;PSP;2005;Racing;Electronic Arts;177;13;2;18;21
Need for Speed: Nitro;Wii;2009;Racing;Electronic Arts;46;31;0;8;85
Need for Speed: Nitro;DS;2009;Racing;Electronic Arts;22;13;0;4;39
Need for Speed: Porsche Unleashed;PS;1999;Racing;Electronic Arts;43;29;0;5;77
Need for Speed: Porsche Unleashed;GBA;2004;Racing;Zoo Digital Publishing;35;13;0;1;48
Need for Speed: ProStreet;PS2;2007;Racing;Electronic Arts;69;0;4;168;241
Need for Speed: ProStreet;X360;2007;Racing;Electronic Arts;104;8;1;22;206
Need for Speed: ProStreet;PS3;2007;Racing;Electronic Arts;73;92;4;37;205
Need for Speed: ProStreet;Wii;2007;Racing;Electronic Arts;54;46;0;12;111
Need for Speed: ProStreet;PSP;2008;Racing;Electronic Arts;24;33;1;2;78
Need for Speed: ProStreet;DS;2007;Racing;Electronic Arts;11;1;0;1;13
Need for Speed: ProStreet;PC;2007;Racing;Electronic Arts;0;4;0;1;4
Need for Speed: Shift;PS3;2009;Racing;Electronic Arts;69;141;4;53;268
Need for Speed: Shift;X360;2009;Racing;Electronic Arts;73;97;1;22;192
Need for Speed: Shift;PSP;2009;Racing;Electronic Arts;16;38;1;21;76
Need for Speed: Shift;PC;2009;Racing;Electronic Arts;0;5;0;1;6
Need for Speed: Shift 2 Unleashed;PS3;2011;Racing;Electronic Arts;2;36;0;13;69
Need for Speed: Shift 2 Unleashed;X360;2011;Racing;Electronic Arts;18;22;0;4;44
Need for Speed: Shift 2 Unleashed;PC;2011;Racing;Electronic Arts;5;11;0;3;19
Need for Speed: The Run;PS3;2011;Action;Electronic Arts;58;106;3;37;204
Need for Speed: The Run;X360;2011;Action;Electronic Arts;63;58;0;15;138
Need for Speed: The Run;PC;2011;Action;Electronic Arts;9;21;0;7;37
Need for Speed: The Run;Wii;2011;Action;Electronic Arts;13;13;1;3;29
Need for Speed: The Run;3DS;2011;Action;Electronic Arts;9;9;0;2;19
Need For Speed: Undercover;PS3;2008;Racing;Electronic Arts;63;102;5;39;208
Need For Speed: Undercover;X360;2008;Racing;Electronic Arts;79;71;1;18;169
Need For Speed: Undercover;PS2;2008;Racing;Electronic Arts;38;8;3;93;14
Need For Speed: Undercover;PSP;2008;Racing;Electronic Arts;23;32;3;19;77
Need For Speed: Undercover;Wii;2008;Racing;Electronic Arts;27;32;0;7;67
Need For Speed: Undercover;DS;2008;Racing;Electronic Arts;18;3;0;2;23
Need For Speed: Undercover;PC;2008;Racing;Electronic Arts;0;7;0;1;8
Need for Speed: V-Rally;PS;1997;Racing;Infogrames;43;29;9;6;87
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~;PS2;2006;Adventure;Konami Digital Entertainment;0;0;4;0;4
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa;DS;2007;Adventure;Marvelous Interactive;0;0;2;0;2
Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu;DS;2006;Adventure;Marvelous Interactive;0;0;4;0;4
Negima!? Dream Tactic Yumemiru Otome Princess;PS2;2007;Strategy;Konami Digital Entertainment;0;0;3;0;3
Neighborhood Games;Wii;2009;Misc;THQ;17;2;0;1;2
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku;3DS;2013;Fighting;Arc System Works;0;0;3;0;3
Nendoroid Generation;PSP;2012;Role-Playing;Namco Bandai Games;0;0;6;0;6
Neo Angelique;PS2;2006;Adventure;Tecmo Koei;0;0;2;0;2
Neo Angelique Special;PSP;2008;Adventure;Tecmo Koei;0;0;1;0;1
Neo Atlas;PS;1998;Strategy;ArtDink;0;0;9;1;9
Neo Contra;PS2;2004;Shooter;Konami Digital Entertainment;1;8;0;3;21
NeoGeo Battle Coliseum;PS2;2005;Fighting;Ignition Entertainment;16;13;0;4;33
Neon Genesis Evangelion;SAT;1996;Adventure;Sega;0;0;44;0;44
Neon Genesis Evangelion;N64;1999;Adventure;Namco Bandai Games;0;0;6;0;6
Neon Genesis Evangelion 2nd Impression;SAT;1997;Role-Playing;Sega;0;0;42;0;42
Neopets Petpet Adventures: The Wand of Wishing;PSP;2006;Adventure;Sony Computer Entertainment;11;0;0;1;12
Neopets Puzzle Adventure;DS;2008;Puzzle;Capcom;26;0;0;2;29
Neopets Puzzle Adventure;Wii;2008;Puzzle;Capcom;19;2;0;2;23
Neopets: The Darkest Faerie;PS2;2005;Adventure;Sony Computer Entertainment;15;12;0;4;3
Nep League DS;DS;2007;Sports;Jaleco;0;0;18;0;18
NERF N-Strike;Wii;2008;Shooter;Electronic Arts;92;9;0;9;11
NERF N-Strike Elite;Wii;2009;Shooter;Electronic Arts;93;0;0;7;1
NERF N-Strike: Double Blast Bundle;Wii;2010;Shooter;Electronic Arts;9;0;0;0;9
Nervous Brickdown;DS;2007;Puzzle;Eidos Interactive;0;1;0;0;2
NES Open Tournament Golf;NES;1991;Sports;Nintendo;41;1;47;2;1
NES Remix;WiiU;2014;Action;Nintendo;2;0;8;2;3
Net High;PSV;2015;Adventure;Marvelous Games;0;0;2;0;2
Netsu Chu! Pro Yakyuu 2002;PS2;2002;Sports;Namco Bandai Games;0;0;25;0;25
Netsu Chu! Pro Yakyuu 2003;PS2;2003;Sports;Namco Bandai Games;0;0;28;0;28
Nettou! Powerful Koushien;DS;2010;Sports;Konami Digital Entertainment;0;0;3;0;3
NeverDead;PS3;2012;Shooter;Konami Digital Entertainment;6;4;1;2;13
NeverDead;X360;2012;Shooter;Konami Digital Entertainment;6;3;0;1;1
Neverland Card Battles;PSP;2008;Role-Playing;Idea Factory;4;0;0;1;5
Neverwinter Nights;PC;2002;Role-Playing;Atari;0;3;0;1;3
Neverwinter Nights 2;PC;2006;Role-Playing;Atari;0;2;0;0;3
Neverwinter Nights 2: Mask of the Betrayer;PC;2007;Role-Playing;Atari;0;1;0;0;1
Neverwinter Nights Diamond;PC;2004;Role-Playing;Atari;0;2;0;0;3
NEVES;DS;2007;Puzzle;Ignition Entertainment;1;0;0;0;2
New Atelier Rorona: Hajimari no Monogatari;3DS;2015;Action;Tecmo Koei;0;0;2;0;2
New Carnival Games;Wii;2010;Misc;Take-Two Interactive;35;21;0;5;61
New Carnival Games;DS;2010;Misc;Take-Two Interactive;16;5;0;2;23
New International Track & Field;DS;2008;Sports;Konami Digital Entertainment;7;0;0;1;8
New Interpretation Stranger of Sword City;PSV;2016;Role-Playing;Experience Inc.;0;0;1;0;1
New Legends;XB;2002;Action;THQ;7;2;0;0;9
New Love Plus;3DS;2012;Simulation;Konami Digital Entertainment;0;0;19;0;19
New Play Control! Donkey Kong Jungle Beat;Wii;2008;Platform;Nintendo;24;17;14;5;61
New Play Control! Mario Power Tennis;Wii;2009;Sports;Nintendo;37;69;28;14;148
New Play Control! Pikmin;Wii;2008;Strategy;Nintendo;29;14;19;4;66
New Play Control! Pikmin 2;Wii;2009;Strategy;Nintendo;11;14;33;2;6
New Prince of Tennis: Go to the Top;3DS;2015;Action;FuRyu;0;0;5;0;5
New Super Luigi U;WiiU;2013;Platform;Nintendo;127;62;18;16;222
New Super Mario Bros.;DS;2006;Platform;Nintendo;1138;923;65;29;3001
New Super Mario Bros. 2;3DS;2012;Platform;Nintendo;366;307;247;63;982
New Super Mario Bros. U;WiiU;2012;Platform;Nintendo;232;13;127;31;519
New Super Mario Bros. Wii;Wii;2009;Platform;Nintendo;1459;706;47;226;2862
New Tokyo Legacy: Operation Babel;PSV;2015;Role-Playing;5pb;0;0;3;0;3
NewU Fitness First Mind Body, Yoga & Pilates Workout;Wii;2010;Sports;Black Bean Games;12;2;0;1;15
Next Generation of Chaos;PS2;2002;Role-Playing;Idea Factory;0;0;5;0;5
NFL 2K;DC;1999;Sports;Sega;112;5;0;2;12
NFL 2K1;DC;2000;Sports;Sega;102;5;0;2;109
NFL 2K2;PS2;2001;Sports;Sega;44;34;0;11;89
NFL 2K2;XB;2002;Sports;Sega;13;4;0;1;18
NFL 2K3;PS2;2002;Sports;Atari;106;8;0;18;132
NFL 2K3;XB;2002;Sports;Sega;38;11;0;2;52
NFL 2K3;GC;2002;Sports;Sega;17;4;0;1;22
NFL Blitz;PS;1998;Sports;Midway Games;141;5;0;4;15
NFL Blitz;N64;1998;Sports;Midway Games;102;4;0;1;106
NFL Blitz 2000;PS;1998;Sports;Midway Games;6;41;0;7;109
NFL Blitz 2000;N64;1999;Sports;Midway Games;55;2;0;0;58
NFL Blitz 2001;PS;2000;Sports;Midway Games;33;22;0;4;59
NFL Blitz 2001;N64;2000;Sports;Midway Games;34;7;0;0;42
NFL Blitz 20-02;PS2;2002;Sports;Midway Games;14;11;0;4;28
NFL Blitz 20-02;XB;2002;Sports;Midway Games;7;2;0;0;9
NFL Blitz 20-02;GC;2002;Sports;Midway Games;7;2;0;0;9
NFL Blitz 20-03;PS2;2002;Sports;Midway Games;21;17;0;6;44
NFL Blitz 20-03;XB;2002;Sports;Midway Games;11;3;0;1;14
NFL Blitz 20-03;GC;2002;Sports;Midway Games;11;3;0;0;14
NFL Blitz Pro;PS2;2003;Sports;Midway Games;11;9;0;3;23
NFL Blitz Pro;XB;2003;Sports;Midway Games;4;1;0;0;5
NFL Blitz Pro;GC;2003;Sports;Midway Games;2;0;0;0;2
NFL Fever 2002;XB;2000;Sports;Microsoft Game Studios;74;21;0;4;99
NFL Fever 2003;XB;2002;Sports;Microsoft Game Studios;46;13;0;2;61
NFL Fever 2004;XB;2003;Sports;Microsoft Game Studios;24;7;0;1;32
NFL GameDay;PS;1995;Sports;Sony Computer Entertainment;47;32;0;6;85
NFL GameDay 2000;PS;1999;Sports;989 Studios;1;68;0;12;18
NFL GameDay 2001;PS;2000;Sports;Sony Computer Entertainment;56;38;0;7;1
NFL GameDay 2001;PS2;2000;Sports;Sony Computer Entertainment;18;14;0;5;36
NFL GameDay 2002;PS;2001;Sports;Sony Computer Entertainment;23;15;0;3;4
NFL GameDay 2002;PS2;2001;Sports;Sony Computer Entertainment;19;15;0;5;38
NFL GameDay 2003;PS2;N/A;Sports;Unknown;2;15;0;5;4
NFL GameDay 2004;PS2;2003;Sports;Sony Computer Entertainment;2;16;0;5;41
NFL GameDay '97;PS;1996;Sports;Sony Computer Entertainment;48;33;0;6;87
NFL GameDay 98;PS;1997;Sports;Sony Computer Entertainment;158;6;0;4;168
NFL GameDay 99;PS;1998;Sports;989 Studios;144;5;0;4;153
NFL Head Coach;PS2;2006;Sports;Electronic Arts;38;1;0;6;45
NFL Head Coach;XB;2006;Sports;Electronic Arts;9;3;0;0;12
NFL Head Coach 09;PS3;2008;Sports;Electronic Arts;13;0;0;1;14
NFL Head Coach 09;X360;2008;Sports;Electronic Arts;11;0;0;1;11
NFL QB Club 2001;N64;2000;Sports;Acclaim Entertainment;11;1;0;0;12
NFL Quarterback Club 2000;N64;1999;Sports;Acclaim Entertainment;37;3;0;0;4
NFL Quarterback Club 2002;PS2;2001;Sports;Acclaim Entertainment;11;8;0;3;22
NFL Quarterback Club 2002;GC;2001;Sports;Acclaim Entertainment;4;1;0;0;5
NFL Quarterback Club 97;PS;1996;Sports;Acclaim Entertainment;12;8;0;1;22
NFL Quarterback Club 98;N64;1997;Sports;Acclaim Entertainment;101;5;0;1;106
NFL Quarterback Club 99;N64;1998;Sports;Acclaim Entertainment;59;2;0;0;62
NFL Street;PS2;2004;Sports;Electronic Arts;115;8;0;19;142
NFL Street;XB;2004;Sports;Electronic Arts;49;15;0;2;66
NFL Street;GC;2004;Sports;Electronic Arts;27;7;0;1;35
NFL Street 2;PS2;2004;Sports;Electronic Arts;79;62;0;21;161
NFL Street 2;XB;2004;Sports;Electronic Arts;36;11;0;2;48
NFL Street 2;GC;2004;Sports;Electronic Arts;15;4;0;1;2
NFL Street 2 Unleashed;PSP;2005;Sports;Electronic Arts;34;0;0;3;37
NFL Street 3;PSP;2006;Sports;Electronic Arts;24;0;0;2;27
NFL Tour;PS3;2008;Sports;Electronic Arts;1;1;0;1;12
NFL Tour;X360;2008;Sports;Electronic Arts;9;0;0;1;1
NFL Xtreme;PS;1998;Sports;Sony Computer Entertainment;38;26;0;5;69
NFL Xtreme 2;PS;1999;Sports;989 Studios;27;18;0;3;48
NHL 06;PS2;2005;Sports;Electronic Arts;48;2;0;8;58
NHL 06;XB;2005;Sports;Electronic Arts;19;5;0;1;25
NHL 06;GC;2005;Sports;Electronic Arts;6;2;0;0;8
NHL 07;PS2;2006;Sports;Electronic Arts;42;2;0;7;51
NHL 07;X360;2006;Sports;Electronic Arts;25;1;0;2;27
NHL 07;PSP;2006;Sports;Electronic Arts;13;2;0;2;17
NHL 07;XB;2006;Sports;Electronic Arts;2;1;0;0;3
NHL 08;PS3;2007;Action;Electronic Arts;16;6;0;3;25
NHL 08;X360;2007;Action;Electronic Arts;22;1;0;2;25
NHL 09;X360;2008;Sports;Electronic Arts;45;1;0;4;5
NHL 09;PS3;2008;Sports;Electronic Arts;29;2;0;3;34
NHL 09;PS2;2008;Sports;Electronic Arts;7;6;0;2;15
NHL 09;PC;2008;Sports;Electronic Arts;0;2;0;0;2
NHL 10;X360;2009;Sports;Electronic Arts;51;1;0;6;66
NHL 10;PS3;2009;Sports;Electronic Arts;38;12;0;7;58
NHL 11;X360;2010;Sports;Electronic Arts;61;7;0;5;73
NHL 11;PS3;2010;Sports;Electronic Arts;4;13;0;7;6
NHL 12;X360;2011;Sports;Electronic Arts;55;1;0;5;7
NHL 12;PS3;2011;Sports;Electronic Arts;36;16;0;7;59
NHL 13;X360;2012;Sports;Electronic Arts;51;11;0;5;67
NHL 13;PS3;2012;Sports;Electronic Arts;33;22;0;1;65
NHL 14;PS3;2013;Sports;Electronic Arts;28;19;0;9;57
NHL 14;X360;2013;Sports;Electronic Arts;4;1;0;4;54
NHL 15;PS4;2014;Sports;Electronic Arts;3;18;0;1;58
NHL 15;X360;2014;Sports;Electronic Arts;35;7;0;4;47
NHL 15;XOne;2014;Sports;Electronic Arts;31;6;0;3;4
NHL 15;PS3;2014;Sports;Electronic Arts;21;11;0;6;38
NHL 16;PS4;2015;Sports;Electronic Arts;35;15;0;11;61
NHL 16;XOne;2015;Sports;Electronic Arts;37;5;0;5;47
NHL 16;PS3;2015;Sports;Electronic Arts;0;3;0;1;4
NHL 16;X360;2015;Sports;Electronic Arts;0;2;0;0;2
NHL 17;PS4;2016;Sports;Electronic Arts;13;4;0;4;2
NHL 17;XOne;2016;Sports;Electronic Arts;13;1;0;2;15
NHL 2000;PS;1998;Sports;Electronic Arts;48;33;0;6;87
NHL 2001;PS2;2000;Sports;Electronic Arts;47;37;0;12;96
NHL 2001;PS;2000;Sports;Electronic Arts;35;24;0;4;63
NHL 2002;PS2;2001;Sports;Electronic Arts;59;46;0;15;12
NHL 2002;XB;2001;Sports;Electronic Arts;2;6;0;1;27
NHL 2002;GBA;2002;Sports;Electronic Arts;9;3;0;0;12
NHL 2003;PS2;2002;Sports;Electronic Arts;46;36;0;12;93
NHL 2003;XB;2002;Sports;Electronic Arts;15;4;0;1;21
NHL 2003;GC;2002;Sports;Electronic Arts;1;3;0;0;13
NHL 2004;PS2;2003;Sports;Electronic Arts;47;37;0;12;97
NHL 2004;XB;2003;Sports;Electronic Arts;13;4;0;1;18
NHL 2004;GC;2003;Sports;Electronic Arts;8;2;0;0;1
NHL 2005;PS2;2004;Sports;Electronic Arts;22;17;0;6;45
NHL 2005;XB;2004;Sports;Electronic Arts;12;3;0;1;16
NHL 2005;GC;2004;Sports;Electronic Arts;5;1;0;0;7
NHL 2K10;Wii;2009;Sports;Take-Two Interactive;33;1;0;3;36
NHL 2K10;PS2;2009;Sports;Take-Two Interactive;17;14;0;5;36
NHL 2K10;PS3;2009;Sports;Take-Two Interactive;13;1;0;1;15
NHL 2K10;X360;2009;Sports;Take-Two Interactive;11;2;0;1;15
NHL 2K11;Wii;2010;Sports;Take-Two Interactive;24;2;0;2;28
NHL 2K3;PS2;2002;Sports;Sega;1;8;0;3;21
NHL 2K3;XB;2002;Sports;Sega;9;2;0;0;12
NHL 2K3;GC;2002;Sports;Sega;1;0;0;0;2
NHL 2K6;PS2;2005;Sports;Take-Two Interactive;21;16;0;5;42
NHL 2K6;XB;2005;Sports;Take-Two Interactive;16;5;0;1;21
NHL 2K6;X360;2005;Sports;Take-Two Interactive;9;0;0;1;1
NHL 2K7;PS3;2006;Sports;Take-Two Interactive;11;0;0;1;12
NHL 2K7;X360;2006;Sports;Take-Two Interactive;7;0;0;1;8
NHL 2K7;XB;2006;Sports;Take-Two Interactive;1;0;0;0;1
NHL 2K8;X360;2007;Sports;Take-Two Interactive;11;1;0;1;13
NHL 2K8;PS3;2007;Sports;Take-Two Interactive;8;1;0;1;9
NHL 2K9;X360;2008;Sports;Take-Two Interactive;15;1;0;1;17
NHL 2K9;PS3;2008;Sports;Take-Two Interactive;11;1;0;1;13
NHL 2K9;PS2;2008;Sports;Take-Two Interactive;7;5;0;2;13
NHL 2K9;Wii;2008;Sports;Take-Two Interactive;6;0;0;1;7
NHL 97;PS;1996;Sports;Electronic Arts;26;18;0;3;47
NHL 98;PS;1997;Sports;Electronic Arts;51;35;0;6;92
NHL 99;PS;1997;Sports;Electronic Arts;59;4;0;7;107
NHL 99;N64;1998;Sports;Electronic Arts;38;1;0;0;39
NHL Blades of Steel 2000;PS;1999;Sports;Konami Digital Entertainment;2;1;0;0;4
NHL Blades of Steel '99;N64;1999;Sports;Konami Digital Entertainment;5;0;0;0;5
NHL Breakaway 98;N64;1998;Sports;Acclaim Entertainment;3;2;0;0;32
NHL Breakaway 98;PS;1996;Sports;Acclaim Entertainment;8;5;0;1;14
NHL Breakaway 99;N64;1998;Sports;Acclaim Entertainment;7;1;0;0;8
NHL Championship 2000;PS;1998;Sports;Fox Interactive;12;8;0;1;22
NHL FaceOff;PS;1994;Sports;Sony Computer Entertainment;25;17;0;3;45
NHL FaceOff 2000;PS;1998;Sports;Sony Computer Entertainment;17;12;0;2;31
NHL FaceOff 2001;PS;2000;Sports;Sony Computer Entertainment;13;9;0;2;23
NHL FaceOff 2001;PS2;2001;Sports;Sony Computer Entertainment;1;7;0;2;2
NHL FaceOff 2003;PS2;2002;Sports;Sony Computer Entertainment;11;9;0;3;23
NHL FaceOff '97;PS;1996;Sports;Sony Computer Entertainment;26;17;0;3;46
NHL FaceOff 98;PS;1997;Sports;Sony Computer Entertainment;28;19;0;3;51
NHL FaceOff 99;PS;1997;Sports;989 Studios;24;16;0;3;43
NHL Hitz 20-02;PS2;2001;Sports;Midway Games;28;22;0;7;56
NHL Hitz 20-02;XB;2001;Sports;Midway Games;2;6;0;1;27
NHL Hitz 20-02;GC;2001;Sports;Midway Games;16;4;0;1;21
NHL Hitz 20-03;PS2;2002;Sports;Midway Games;14;11;0;4;28
NHL Hitz 20-03;XB;2002;Sports;Midway Games;8;2;0;0;11
NHL Hitz 20-03;GC;2002;Sports;Midway Games;6;2;0;0;8
NHL Hitz Pro;PS2;2003;Sports;Midway Games;9;7;0;2;19
NHL Hitz Pro;XB;2003;Sports;Midway Games;5;1;0;0;7
NHL Hitz Pro;GC;N/A;Sports;Unknown;3;1;0;0;4
NHL Legacy;X360;2015;Action;Electronic Arts;5;0;0;1;5
NHL Legacy;PS3;2015;Action;Electronic Arts;3;0;0;1;4
NHL Open Ice;PS;1996;Sports;Midway Games;4;3;0;0;7
NHL Powerplay '96;PS;1996;Sports;Virgin Interactive;6;4;0;1;12
NHL Powerplay 98;PS;1997;Sports;Virgin Interactive;3;2;0;0;5
NHL Rivals 2004;XB;2003;Sports;Microsoft Game Studios;8;2;0;0;11
NHL Rock the Rink;PS;1999;Sports;Electronic Arts;14;1;0;2;26
NHL Slapshot;Wii;N/A;Sports;Unknown;4;0;0;2;43
NHRA Championship Drag Racing;PS2;2005;Racing;ValuSoft;12;9;0;3;24
NHRA Drag Racing: Countdown to the Championship;PS2;2007;Racing;THQ;2;1;0;0;4
NHRA Drag Racing: Countdown to the Championship;PSP;2007;Racing;THQ;3;0;0;0;3
Ni Hao, Kai-lan: New Year's Celebration;DS;2009;Misc;Take-Two Interactive;19;0;0;1;2
Ni Hao, Kai-lan: Super Game Day;Wii;2009;Misc;Take-Two Interactive;18;0;0;1;19
Ni Hao, Kai-lan: Super Game Day;PS2;2009;Misc;Take-Two Interactive;4;3;0;1;8
Ni no Kuni: Wrath of the White Witch;PS3;2011;Role-Playing;Namco Bandai Games;6;51;21;23;155
Nichibeikan Pro Yakyuu: Final League;PS2;2002;Sports;SquareSoft;0;0;7;0;7
Nichibutsu Arcade Classics;SNES;1995;Misc;Nichibutsu;0;0;28;0;28
Nickelodeon Dance;Wii;2011;Misc;Take-Two Interactive;23;1;0;2;26
Nickelodeon Dance;X360;2011;Misc;Take-Two Interactive;8;2;0;1;11
Nickelodeon Fit;Wii;2010;Sports;Take-Two Interactive;78;9;0;6;93
Nickelodeon Party Blast;GC;2002;Misc;Atari;19;5;0;1;25
Nickelodeon Party Blast;XB;2002;Misc;Infogrames;16;5;0;1;22
Nickelodeon Team Umizoomi;DS;2011;Action;Take-Two Interactive;45;0;0;3;48
Nicktoons Collection: Game Boy Advance Video Volume 1;GBA;2004;Misc;N/A;46;17;0;1;64
Nicktoons Collection: Game Boy Advance Video Volume 2;GBA;2004;Misc;N/A;16;6;0;0;22
Nicktoons Collection: Game Boy Advance Video Volume 3;GBA;2005;Misc;N/A;1;1;0;0;2
Nicktoons: Attack of the Toybots;PS2;2007;Platform;THQ;24;19;0;6;5
Nicktoons: Attack of the Toybots;Wii;2007;Platform;THQ;4;0;0;3;44
Nicktoons: Attack of the Toybots;DS;2007;Platform;THQ;4;0;0;0;5
Nicktoons: Battle for Volcano Island;DS;2006;Action;THQ;28;0;0;2;3
Nicktoons: Battle for Volcano Island;GC;N/A;Action;Unknown;22;6;0;1;29
Nicktoons: Freeze Frame Frenzy;GBA;2004;Action;THQ;29;11;0;1;4
Nicktoons: MLB;Wii;2011;Sports;Take-Two Interactive;15;0;0;1;16
Nicktoons: MLB;X360;2011;Sports;Take-Two Interactive;12;0;0;1;13
Nicktoons: MLB;DS;2011;Sports;Take-Two Interactive;1;0;0;1;1
Nicktoons: Movin';PS2;2004;Action;THQ;16;12;0;4;32
NickToons: Racing;GBA;2002;Racing;Infogrames;19;7;0;0;27
NickToons: Racing;PS;2001;Racing;Hasbro Interactive;9;6;0;1;17
Nicktoons: Unite!;PS2;2005;Adventure;THQ;34;1;0;6;41
Nicktoons: Unite!;GC;2005;Adventure;THQ;27;7;0;1;35
Nicktoons: Unite!;DS;2006;Adventure;THQ;1;0;0;1;11
Nicola Kanshuu: Model * Oshare Audition;DS;2010;Misc;Alchemist;0;0;6;0;6
Nicola Kanshuu: Model * Oshare Audition 2;3DS;2011;Action;Alchemist;0;0;6;0;6
Nicola Kanshuu: Model Oshare * Audition Platina;3DS;2012;Action;Alchemist;0;0;8;0;8
NieR;PS3;2010;Role-Playing;Square Enix;17;2;2;7;64
NieR;X360;2010;Role-Playing;Square Enix;13;1;4;2;29
Night at the Museum: Battle of the Smithsonian;DS;2009;Action;Majesco Entertainment;12;18;0;4;34
Night at the Museum: Battle of the Smithsonian;Wii;2009;Action;Majesco Entertainment;17;13;0;3;33
Night at the Museum: Battle of the Smithsonian;X360;2009;Action;Majesco Entertainment;7;3;0;1;11
Night Head: The Labyrinth;PS;1995;Adventure;Fuji;0;0;3;0;3
Night Warriors: Darkstalkers' Revenge;SAT;1995;Fighting;Virgin Interactive;0;0;34;0;34
Night Wizard the Video Game: Denial of the World;PS2;2008;Adventure;5pb;0;0;2;0;2
NightCaster;XB;2002;Action;Microsoft Game Studios;1;3;0;0;13
NightCaster II: Equinox;XB;2002;Action;Jaleco;3;1;0;0;5
Nightmare Creatures;PS;1997;Action;Sony Computer Entertainment;35;24;0;4;63
Nightmare Creatures;N64;1996;Action;Activision;21;5;0;0;26
Nightmare Creatures II;PS;2000;Action;Konami Digital Entertainment;9;6;0;1;17
NiGHTS into dreams...;SAT;1996;Platform;Sega;0;0;43;0;43
NiGHTS into dreams...;PS2;2008;Platform;Sega;0;0;1;0;1
Nights of Azure;PS4;2015;Action;Tecmo Koei;3;2;0;1;6
NiGHTS: Journey of Dreams;Wii;2007;Platform;Sega;33;3;4;3;42
Nightshade;PS2;2003;Action;Sega;6;4;0;1;12
NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection;SAT;1996;Misc;Sonnet;0;0;2;0;2
Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS;DS;2009;Misc;Nintendo;0;0;1;0;1
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS;DS;2005;Misc;Success;0;0;4;0;4
Nike+ Kinect Training;X360;2012;Sports;Microsoft Game Studios;2;2;0;0;5
Niko Puchi Girls Runway;3DS;2015;Misc;Happinet;0;0;2;0;2
Nikoli's Pencil Puzzle;3DS;2011;Puzzle;Hudson Soft;5;3;0;1;8
Nil Admirari no Tenbin: Teito Genwaku Toukidan;PSV;2016;Adventure;Idea Factory;0;0;2;0;2
Ninja Assault;PS2;2002;Shooter;Namco Bandai Games;5;4;0;1;11
Ninja Blade;X360;2009;Action;Microsoft Game Studios;14;14;2;3;33
Ninja Gaiden;XB;2004;Action;Microsoft Game Studios;92;2;7;4;123
Ninja Gaiden 3;PS3;2012;Action;Tecmo Koei;19;1;11;5;44
Ninja Gaiden 3;X360;2012;Action;Tecmo Koei;16;5;3;2;25
Ninja Gaiden 3;WiiU;2012;Action;Nintendo;15;3;0;2;19
Ninja Gaiden Black;XB;2005;Action;Microsoft Game Studios;7;2;0;0;9
Ninja Gaiden II;X360;2008;Action;Tecmo Koei;65;22;5;1;101
Ninja Gaiden Sigma;PS3;2007;Action;Eidos Interactive;57;33;9;16;115
Ninja Gaiden Sigma;PSV;2012;Action;Tecmo Koei;13;6;4;4;27
Ninja Gaiden Sigma 2;PS3;2009;Action;Ubisoft Annecy;52;16;8;1;86
Ninja Gaiden Sigma 2;PSV;2013;Action;Tecmo Koei;0;0;1;0;1
Ninja Gaiden: Dragon Sword;DS;2008;Action;Tecmo Koei;17;2;2;2;22
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki;NES;1986;Platform;Hudson Soft;0;0;15;0;15
Ninja Reflex;Wii;2008;Action;Electronic Arts;11;1;0;1;12
Ninja Reflex;DS;2008;Action;Electronic Arts;9;0;0;1;1
Ninja Warriors;SNES;1993;Action;Titus;0;0;7;0;7
Ninja: Shadow of Darkness;PS;1998;Action;Eidos Interactive;21;14;0;2;38
Ninjabread Man;Wii;2007;Action;Popcorn Arcade;7;0;0;1;8
Ninjatown;DS;2008;Strategy;SouthPeak Games;12;0;0;1;14
Ninokuni: Shikkoku no Madoushi;DS;2010;Role-Playing;Level 5;0;0;54;0;54
Nintendo Land;WiiU;2012;Misc;Nintendo;255;111;46;33;444
Nintendo Presents: Crossword Collection;DS;2009;Puzzle;Nintendo;0;21;0;2;24
Nintendo Presents: New Style Boutique 2 - Fashion Forward;3DS;2015;Misc;Nintendo;1;61;2;4;69
Nintendo Puzzle Collection;GC;N/A;Puzzle;Unknown;0;0;13;0;13
Nintendo World Cup;NES;1990;Sports;Nintendo;28;5;65;5;148
Nintendogs;DS;2005;Simulation;Nintendo;907;11;193;275;2476
